mgra,TAZ,hh,pop,emp_self,emp_ag,emp_const_non_bldg_prod,emp_const_non_bldg_office,emp_utilities_prod,emp_utilities_office,emp_const_bldg_prod,emp_const_bldg_office,emp_mfg_prod,emp_mfg_office,emp_whsle_whs,emp_trans,emp_retail,emp_prof_bus_svcs,emp_prof_bus_svcs_bldg_maint,emp_pvt_ed_k12,emp_pvt_ed_post_k12_oth,emp_health,emp_personal_svcs_office,emp_amusement,emp_hotel,emp_restaurant_bar,emp_personal_svcs_retail,emp_religious,emp_pvt_hh,emp_state_local_gov_ent,emp_scrap_other,emp_fed_non_mil,emp_fed_mil,emp_state_local_gov_blue,emp_state_local_gov_white,emp_public_ed,emp_own_occ_dwell_mgmt,emp_fed_gov_accts,emp_st_lcl_gov_accts,emp_cap_accts,emp_total,collegeEnroll,otherCollegeEnroll,AdultSchEnrl,EnrollGradeKto8,EnrollGrade9to12,PrivateEnrollGradeKto8,ech_dist,hch_dist,parkarea,hstallsoth,hstallssam,hparkcost,numfreehrs,dstallsoth,dstallssam,dparkcost,mstallsoth,mstallssam,mparkcost,TotInt,DUDen,EmpDen,PopDen,RetEmpDen,IntDenBin,EmpDenBin,DuDenBin,POINT_X,POINT_Y,ACRES,HotelRoomTotal,mall_flag,beachAcres
4389,4120,315,1029,0,0,0,0,0,0,0,0,0,0,0,0,6,32,0,0,0,0,27,0,0,4,0,0,0,0,0,0,0,0,0,24,0,0,0,0,93,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.46,4.25,9.72,0.43,1,1,1,856155.53,471299.27,20.82,0,0,0
4390,4120,147,480,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.56,0.54,12.53,0.03,1,1,1,856003.53,473834.07,56.14,0,0,0
4391,4120,290,928,0,1,15,0,0,0,0,0,13,0,22,16,0,11,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.35,5.24,6.45,0.55,1,1,1,856235.73,474982.83,79.93,0,0,0
4392,4120,90,301,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1.54,5.29,4.28,0.55,1,1,1,857608.86,476475.37,27.9,0,0,0
4393,4120,220,724,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.19,3.96,8.7,0.39,1,1,1,856613.92,472474.04,25.89,0,0,0
4394,4120,91,296,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5.53,0.46,15.74,0.03,1,1,2,855637.86,471764.52,14.52,0,0,0
4395,4120,166,554,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.86,5.19,10.94,0.53,1,1,1,856347.72,470814.99,17.52,0,0,0
4396,4121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.19,4.9,6.39,0.54,1,1,1,860128.81,471172.46,3.91,0,0,0
4397,4121,0,0,0,0,296,0,7,0,0,0,567,0,236,20,169,178,0,0,0,17,63,3,0,248,0,0,0,135,0,0,0,0,0,0,0,0,0,0,1939,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.4,6.32,9.63,0.64,1,1,1,858282.81,472034.11,161.72,0,0,0
4398,4122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.06,1.27,9.35,0.14,1,1,1,860646.76,470035.64,6.1,0,0,0
4399,4122,0,0,0,0,211,0,0,0,0,0,73,0,128,38,38,346,0,0,37,28,66,4,0,123,0,0,0,102,0,0,0,0,0,22,0,0,0,0,1216,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0.05,1,1,1,858738.22,468015.18,507.64,0,0,0
4400,4123,106,399,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.68,0.51,8.6,0.01,1,1,1,861590.78,467814.53,83.34,0,0,0
4401,4123,225,736,0,0,4,0,0,0,0,0,0,0,0,0,0,18,0,0,4,6,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.83,1.12,8.57,0.13,1,1,1,861495.57,469958.54,62.85,0,0,0
4402,4123,187,646,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.53,0.68,7.85,0.02,1,1,1,861889.24,466310.02,48.86,0,0,0
4403,4124,209,712,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,117,0,0,0,372,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.02,0.37,9.39,0.03,1,1,1,864093.69,466133.32,65.93,0,0,0
4404,4124,142,517,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.72,0.83,8.75,0.01,1,1,1,863142.1,467237.86,59.74,0,0,0
4405,4124,144,509,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.07,0.6,9.86,0,1,1,1,864415.36,467567.32,41.64,0,0,0
4406,4125,130,460,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.76,3.17,8.63,0.28,1,1,1,867268.24,466373.81,40.29,0,0,0
4407,4125,151,491,0,0,16,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.58,4.55,8.11,0.68,1,1,1,868556.28,466432.37,39.79,0,0,0
4408,4125,198,581,0,0,0,0,0,0,0,0,0,0,12,0,0,15,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.16,1.68,9.81,0.37,1,1,1,868575.36,467748.78,44.03,0,0,0
4409,4125,112,446,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.42,0.48,10.87,0,1,1,1,867169.61,467713.72,42.93,0,0,0
4410,4125,138,481,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.13,0.55,9.98,0,1,1,1,865826.94,467664.98,42.14,0,0,0
4411,4125,156,562,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.04,0.54,9.57,0.01,1,1,1,865904.24,466317.97,42.32,0,0,0
4412,4126,210,686,0,0,130,0,0,0,0,0,0,0,12,0,154,166,0,0,0,52,107,0,0,38,0,0,0,2,0,0,0,0,0,0,0,0,0,0,661,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.38,5.93,7.03,0.97,1,1,1,870341.69,467552.69,77.25,0,0,0
4413,4126,116,429,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.22,8.14,6.9,1.83,1,1,1,870057.22,466464.7,40.83,0,0,0
4414,4127,131,585,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.65,0.14,11.84,0.01,1,1,1,858097.52,461856.46,40.79,0,0,0
4415,4127,171,553,0,0,9,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.6,0.56,11.5,0,1,1,1,858035.75,463167.29,38.42,0,0,0
4416,4127,153,559,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.25,0.42,10.51,0.07,1,1,1,859402.24,461900.5,39.75,0,0,0
4417,4127,152,533,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.31,0.48,10.44,0.05,1,1,1,859312.19,463214.33,36.62,0,0,0
4418,4127,118,540,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.57,0.17,11.72,0.04,1,1,1,858165.89,460510.09,41.26,0,0,0
4419,4127,166,544,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.15,0.98,10.22,0.24,1,1,1,859497.72,460565.05,41.38,0,0,0
4420,4127,163,571,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.61,0.73,11.35,0,1,1,1,857970.81,464519.43,42.94,0,0,0
4421,4127,189,580,0,0,16,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.61,0.73,11.35,0,1,1,1,859239.38,464569.71,40.49,0,0,0
4422,4128,140,497,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,123,0,0,0,959,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.37,0.51,10.52,0.06,1,1,1,860289.27,463578.72,60.2,0,0,0
4423,4128,136,502,0,0,0,0,0,0,0,0,0,0,0,0,24,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.13,0.41,9.82,0.06,1,1,1,860991.94,462357.97,59.27,0,0,0
4424,4128,104,418,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.21,0.95,10.3,0.23,1,1,1,860485.68,460878.91,29.4,0,0,0
4425,4129,13,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,21,0,0,0,0,0,16,0,0,0,0,0,70,0,0,0,0,116,1273,0,0,0,3151,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1.28,0.43,4.31,0.02,1,1,1,853931.08,460319.52,174.26,0,0,0
4426,4130,1310,4473,0,0,0,0,1,0,0,0,0,0,0,0,3,6,0,0,0,5,76,16,125,3,0,0,0,189,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0.01,0.35,0.02,0,1,1,1,854605.96,463977.95,841,400,0,0
4427,4131,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.17,0.75,7.14,0.07,1,1,1,850164.57,463448.76,99.81,0,0,0
4428,4132,1356,1425,0,0,0,0,3,0,0,0,0,0,0,0,0,25,0,0,0,0,22,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.61,0.04,3.8,0,1,1,1,851478.23,466384.09,376.05,0,0,0
4429,4132,0,0,0,0,0,0,2,0,0,0,0,0,0,0,259,486,0,0,73,346,315,65,0,237,0,0,0,106,0,0,0,0,0,0,0,0,0,0,1889,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1.55,0.23,4.73,0.01,1,1,1,853705.25,469159.53,270.64,0,0,0
4430,4133,254,721,0,0,0,0,0,0,0,0,10,0,6,0,76,34,0,0,0,74,85,12,0,317,0,0,0,3,0,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.51,4.07,10.29,1.34,1,1,1,850175.14,469755.67,61.03,0,0,0
4431,4133,289,807,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5.02,5.2,15.66,1.29,1,1,2,849567.56,468430.97,33.9,0,0,0
4432,4134,320,974,0,0,26,0,0,0,0,0,3,0,2,57,18,22,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.16,1.79,9.19,0.26,1,1,1,850964.68,471822.03,229.15,0,0,0
4433,4135,301,945,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1.79,0.3,5.25,0.03,1,1,1,853413.32,471480.01,57.87,0,0,0
4434,4135,12,45,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.03,0.35,11.85,0.03,1,1,1,854106.37,472408.92,26.36,0,0,0
4435,4135,124,422,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.77,0.37,7.93,0.02,1,1,1,854384.83,470950.54,22.25,0,0,0
4436,4135,158,511,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.77,0.37,7.93,0.02,1,1,1,853835.35,470638.12,23.16,0,0,0
4437,4136,334,1089,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.84,0.13,9.3,0.01,1,1,1,850294.19,474382.08,157.83,0,0,0
4438,4136,0,0,0,0,6,0,0,0,0,0,7,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.61,0.28,7.37,0.03,1,1,1,854534.01,474203.73,6.48,0,0,0
4439,4136,172,592,0,0,0,0,0,0,0,0,0,0,0,6,6,17,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.87,1.81,9.07,0.08,1,1,1,853025.91,474479.22,144.81,0,0,0
4440,4136,144,525,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1.66,0.25,5.28,0.04,1,1,1,851891.89,473657.57,20.06,0,0,0
4441,4137,0,0,0,3,437,0,0,0,0,0,1017,0,410,163,228,321,0,0,27,24,189,12,0,23,0,0,0,0,0,0,0,0,0,64,0,0,0,0,2918,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.14,6.45,6.16,0.73,1,1,1,855681.11,477058.28,229.42,0,0,0
4442,4138,188,613,0,0,25,0,0,0,0,0,32,0,43,54,2,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1.42,6.09,4.48,0.58,1,1,1,853614.32,476257.97,29.71,0,0,0
4443,4138,0,0,0,2,728,0,2,0,0,0,357,0,585,217,379,1498,0,0,0,366,433,21,37,99,0,0,0,22,0,0,0,0,0,186,0,0,0,0,4932,0,0,0,0,21,14,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0.6,13.33,1.9,1.8,1,2,1,851102.89,477289.59,251.25,107,0,0
4444,4138,193,615,0,0,119,0,0,0,0,0,88,0,77,36,12,180,0,0,0,74,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,609,0,0,0,0,211,142,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1.38,10.2,4.34,0.9,1,2,1,852253.69,476411.96,42.34,0,0,0
4445,4138,134,457,0,0,10,0,0,0,0,0,13,0,18,10,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0.93,10.19,2.94,0.96,1,2,1,853523.53,476935.45,12.88,0,0,0
4446,4139,0,0,0,0,199,0,0,0,0,0,248,0,183,72,478,578,0,0,31,249,128,16,0,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2262,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0.3,16.75,0.92,2.88,1,2,1,851748.59,479385.51,218.31,0,0,0
4447,4139,0,0,0,2,943,0,3,0,0,0,286,0,379,37,903,917,0,0,38,347,224,15,0,334,0,0,0,46,0,0,0,0,0,32,0,0,0,0,4506,0,0,0,0,0,97,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1.47,12.87,4,2.74,1,2,1,850791.85,480563.64,145.71,0,0,0
4448,4140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.2,3.35,7.06,0.43,1,1,1,858195.83,480326.88,41.19,0,0,0
4449,4140,233,736,0,0,4,0,0,0,0,0,128,0,12,11,10,308,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.84,5.31,9.14,0.73,1,1,1,857295.09,480016.53,81.08,0,0,0
4450,4140,140,432,0,0,23,0,0,0,0,0,20,0,27,15,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.82,3.13,11.82,0.31,1,1,1,856245.06,480440.64,26.02,0,0,0
4451,4140,97,391,0,0,5,0,0,0,0,0,6,0,8,4,18,24,0,0,4,0,41,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.2,2.88,12.85,0.29,1,1,1,854918.58,480807.23,17.26,0,0,0
4452,4140,104,362,0,0,104,0,0,0,0,0,47,0,123,32,90,149,0,0,42,152,72,3,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,828,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1.98,7.75,6.38,0.81,1,1,1,855001.44,479502.73,67.28,0,0,0
4453,4140,171,552,0,0,19,0,0,0,0,0,16,0,30,12,0,35,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.82,3.13,11.82,0.31,1,1,1,855574.53,480228.08,26.61,0,0,0
4454,4140,191,587,0,0,34,0,0,0,0,0,27,0,19,10,10,17,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.33,4.6,13.54,0.46,1,1,1,855444.22,479688.27,20.5,0,0,0
4455,4141,0,0,0,0,120,0,0,0,0,0,18,0,22,12,100,117,0,0,4,0,85,12,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1.13,3.14,3.56,0.41,1,1,1,858886.53,480553.43,39.5,0,0,0
4456,4141,0,0,0,0,81,0,0,0,0,0,33,0,67,1,54,25,0,0,4,2,38,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1.26,2.73,3.69,0.35,1,1,1,859726.73,480880.86,21.33,0,0,0
4457,4142,538,1648,0,0,165,0,0,0,0,0,18,0,12,0,31,79,0,0,1,26,40,4,0,18,0,0,0,5,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.34,1.18,6.29,0.06,1,1,1,858613.8,484702.77,114.91,0,0,0
4458,4143,636,1680,0,0,75,0,0,0,0,0,4,0,3,0,12,52,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.99,2.77,8.41,0.41,1,1,1,858166.95,489166.5,108.59,0,0,0
4459,4143,0,0,0,0,0,0,0,0,0,0,3,0,3,0,38,166,0,0,0,197,22,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.59,8.44,9.36,2,1,1,1,857981.99,491616.78,29.66,0,0,0
4460,4143,92,364,0,0,0,0,0,0,0,0,0,0,12,0,2,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.95,4.46,8.2,0.43,1,1,1,858324.18,489453.19,23.87,0,0,0
4461,4143,135,413,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.69,0.48,10.1,0.05,1,1,1,858496.26,488026.34,17.15,0,0,0
4462,4144,261,701,0,0,0,0,0,0,0,0,3,0,0,0,10,39,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.57,6.69,6.32,0.83,1,1,1,860525.02,491235.66,61.78,0,0,0
4463,4144,77,202,0,0,0,0,0,0,0,0,25,0,15,0,77,743,0,0,4,245,117,14,27,149,0,0,0,40,0,0,0,0,0,0,0,0,0,0,1456,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.93,10.59,7.26,2.5,1,2,1,859702.39,491678.86,40.62,67,0,0
4464,4144,26,85,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.79,4.57,7.48,0.33,1,1,1,860239.88,490255.48,40.97,0,0,0
4465,4145,98,320,0,0,0,0,0,0,0,0,10,0,1,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.37,0.88,9.62,0.04,1,1,1,856927.39,487873.71,56.98,0,0,0
4466,4145,75,225,0,0,0,0,0,0,0,0,0,0,0,0,160,46,0,0,0,10,51,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5.58,3.91,14.3,0.59,1,1,2,856928.08,490868.84,49.99,0,0,0
4467,4145,105,328,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.62,2.89,12.11,0.42,1,1,1,856593.27,489841.31,28.18,0,0,0
4468,4145,94,281,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5.85,4.38,14.8,0.92,1,1,2,856491.46,491150.99,12.78,0,0,0
