"TAZ","households"
3667,182
3668,139
3669,81
3670,168
3671,34
3672,32
3673,68
3674,37
3675,73
3676,52
3677,61
3678,47
3679,32
3681,1
3682,4
3684,92
3685,51
3686,16
3687,12
3688,24
3689,31
3690,57
3691,47
3692,40
3693,62
3694,88
3695,40
3696,48
3697,51
3698,48
3701,25
3702,46
3703,48
3704,15
3705,7
3706,5
3707,6
3708,21
3711,0
3712,0
3713,19
3714,7
3715,20
3716,21
3719,5
3720,84
3721,29
3722,15
3723,28
3724,8
3725,25
3726,8
3727,23
3730,10
3733,42
3734,23
3735,44
3736,6
3737,24
3738,5
3739,4
3740,4
3741,12
3742,17
3743,3
3745,8
3746,6
3750,0
3756,4
3757,1
3758,1
3759,3
3760,9
3761,16
3762,16
3763,21
3764,2
3765,17
3766,2
3767,4
3768,8
3769,7
3770,10
3771,2
3772,9
3773,2
3774,6
3775,6
3776,0
3777,23
3778,12
3779,2
3780,26
3781,6
3782,12
3783,20
3784,30
3785,7
3786,11
3787,25
3788,3
3789,6
3790,6
3791,2
3792,1
3793,7
3794,16
3795,3
3796,9
3797,4
3798,19
3799,6
3800,9
3801,8
3802,7
3803,4
3804,2
3805,2
3806,3
3807,14
3808,6
3809,19
3810,7
3811,8
3812,14
3813,12
3814,2
3815,3
3816,12
3817,0
3818,6
3819,6
3820,2
3821,6
3822,8
3823,8
3824,27
3825,1
3826,0
3827,26
3828,14
3829,9
3830,15
3831,5
3832,6
3833,4
3834,5
3836,2
3837,1
3838,3
3839,2
3840,1
3841,13
3842,33
3843,21
3844,6
3845,2
3846,6
3847,5
3848,10
3849,8
3850,2
3851,2
3852,9
3853,17
3854,11
3855,10
3856,2
3857,10
3858,2
3859,1
3860,3
3861,1
3862,6
3863,7
3864,5
3865,3
3866,9
3867,6
3868,7
3869,11
3870,11
3871,5
3872,9
3873,14
3874,7
3875,27
3876,8
3877,6
3878,14
3879,5
3880,12
3881,5
3882,9
3883,10
3884,5
3885,12
3886,8
3887,0
3888,10
3889,17
3890,9
3891,31
3892,3
3893,1
3894,17
3895,12
3896,8
3897,13
3898,13
3899,6
3900,0
3902,5
3903,13
3904,11
3905,0
3906,1
3907,12
3908,6
3909,24
3910,3
3911,13
3912,0
3913,26
3914,1
3915,3
3916,0
3917,4
3918,1
3919,4
3920,19
3921,0
3922,4
3924,12
3925,7
3926,9
3927,14
3928,9
3929,10
3930,24
3931,3
3932,8
3933,12
3934,4
3935,3
3936,6
3937,9
3938,16
3939,20
3940,31
3941,26
3942,8
3943,9
3944,9
3945,6
3946,9
3947,10
3948,2
3949,3
3950,3
3951,5
3952,3
3953,15
3954,19
3955,36
3956,48
3957,35
3958,49
3959,45
3960,40
3961,16
3962,23
3963,45
3964,20
3965,21
3966,3
3967,10
3968,7
3969,7
3970,16
3971,22
3972,25
3973,59
3974,56
3975,7
3976,0
3977,5
3978,10
3979,14
3980,10
3981,7
3982,4
3983,21
3984,31
3985,13
3986,29
3987,19
3988,13
3989,1
3990,6
3991,6
3992,12
3993,4
3994,24
3995,16
3996,8
3997,14
3998,5
3999,6
4000,7
4001,0
4002,0
4003,5
4004,4
4005,3
4006,0
4007,0
4008,1
4009,6
4010,6
4011,7
4012,6
4013,9
4014,2
4015,11
4016,7
4017,4
4018,50
4019,1
4020,6
4021,1
4022,0
4023,2
4024,1
4025,0
4026,3
4027,2
4028,5
4029,3
4030,3
4031,6
4032,2
4033,0
4034,2
4036,2
4037,0
4038,1
4040,5
4041,4
4042,4
4043,9
4044,2
4045,4
4046,8
4047,10
4048,2
4049,1
4050,3
4051,2
4052,0
4053,1
4054,0
4055,4
4056,2
4057,0
4058,0
4059,4
4060,3
4061,2
4062,11
4063,4
4064,2
4065,0
4066,0
4067,1
4068,4
4069,4
4070,9
4071,20
4072,6
4074,1
4075,3
4076,2
4077,1
4078,1
4079,1
4080,2
4081,1
4082,5
4083,2
4084,10
4085,10
4086,4
4087,2
4088,20
4089,4
4090,12
4091,4
4093,29
4094,3
4095,4
4096,2
4097,3
4098,0
4099,6
4100,5
4101,4
4102,3
4104,10
4105,2
4106,17
4107,5
4108,10
4109,4
4110,3
4111,8
4112,23
4113,25
4114,27
4115,10
4116,14
4117,7
4118,7
4119,4
4120,47
4123,7
4124,3
4125,14
4126,2
4127,10
4128,4
4129,0
4130,16
4132,0
4133,7
4134,3
4135,4
4136,4
4138,5
4140,8
4142,8
4143,12
4144,0
4145,4
4146,3
4147,8
4148,5
4149,10
4150,1
4151,3
4152,4
4153,6
4154,16
4155,4
4156,12
4157,5
4158,8
4159,14
4160,15
4161,9
4162,11
4163,2
4164,1
4165,4
4166,4
4167,1
4168,5
4169,4
4171,9
4172,6
4173,3
4174,16
4177,1
4178,0
4180,10
4181,16
4182,22
4183,1
4184,4
4185,4
4186,10
4187,6
4188,1
4190,0
4191,7
4193,4
4194,9
4195,3
4196,7
4197,4
4198,2
4199,2
4200,3
4201,3
4202,4
4203,17
4204,12
4205,6
4206,0
4207,14
4208,4
4209,13
4210,16
4211,0
4213,0
4215,5
4216,2
4217,3
4218,3
4219,13
4220,0
4221,2
4222,1
4223,4
4224,4
4225,5
4226,2
4227,0
4228,0
4229,0
4230,0
4231,17
4232,65
4233,50
4234,47
4235,12
4236,19
4237,5
4238,14
4239,14
4240,17
4241,38
4242,22
4243,17
4244,20
4245,25
4246,57
4247,19
4249,2
4250,9
4251,0
4252,5
4253,1
4254,2
4255,12
4256,9
4257,1
4258,8
4259,11
4260,16
4261,16
4262,7
4263,8
4264,11
4265,9
4266,5
4267,15
4268,7
4269,9
4270,1
4271,1
4272,4
4273,0
4274,15
4275,20
4276,10
4277,27
4278,1
4282,0
4285,11
4287,8
4288,1
4290,48
4291,36
4292,30
4293,31
4294,27
4295,13
4296,142
4297,52
4298,17
4299,8
4300,1
4302,9
4303,22
4304,8
4305,3
4306,40
4307,39
4308,145
4309,24
4310,37
4311,82
4312,40
4313,3
4314,22
4315,22
4316,26
4317,94
4318,8
4319,35
4320,21
4321,12
4322,23
4323,72
4324,19
4325,19
4326,18
4327,32
4333,13
4343,18
4344,34
4345,15
4346,46
4348,28
4349,25
4350,19
4351,8
4352,59
4353,7
4354,2
4357,29
4358,19
4359,0
4360,11
4363,11
4364,7
4365,25
4367,10
4368,31
4369,8
4370,84
4371,26
4372,4
4373,7
4375,6
4376,5
4377,6
4378,9
4379,17
4380,18
4381,5
4382,3
4383,3
4384,27
4385,38
4386,11
4387,30
4388,27
4389,28
4390,27
4392,38
4393,3
4394,9
4395,6
4396,5
4397,4
4398,3
4399,21
4400,10
4401,5
4402,21
4403,54
4404,12
4405,1
